,text,Sentiment
1062,great phone watch sale price save could much one hundred dollar like size model,1
1063,would use seller fast ship receive phone renew standard battery life low within standard screen deep scratch scuff ask replacement tell ship back seller ask prepay label pay ship back receive label mail back take several day get response inquire replacement phone ask money refund go ship another one next response amount refund would purchase fro walker receive money back buy phone day prior mine son different seller come perfect condition full battery health order iphone 13 mini another seller perfect sorry communication ok phone quality describe would exchange get refund shop elsewhere perfect experience,-1
1064,renew product seem like new package well item come early item seem like newwould purchase,1
1065,iphone se great little phone money get phone 14 yr daughter christmas absolutely love good battery life like camera quality favorite color red thrilled vibrant red red case pur chase seperatelt go,1
1066,product say like new button work week since start use side button product work realy sorry,-1
1067,nice iphone battery 80 percent iphone 11 function well face recognition work well battery life capacity 80 85 need 77 company say could refund enough battery replacement want return since activate transfer pay excellent condition therefore recommend chubbiestech next phone,0
1068,bent top leave screed damage unit junk receive unit bent upper leave screen black appear discard unit,-1
1069,good use everything good,1
1070,great phone great phone,1
1071,totally frustrating experience buy phone son whose get old school independent activity excite receive love work well tried put sim possibly micro sd card slot miss entirely go non existent impossible service phone useless tried initiate exchangerefund amazon recommend use apple return order replacement part return process seller issue refund still fight mess happy buy good phone decent price stick useless paperweight frustrate service return policiesnow write first review order 3 set sim card slot try get phone able work finally get sim tray put card unlocked phone advertise help amazon seller bad purchase date buy many phone iphones android,-1
1072,phone connect carrier despite attempt move mobile sim old iphone device recognize sim however remain mode use phone call ensure cellular set turn airplane mode multiple time reset phone multiple time still home tmobile phone receive fine get ready return hear company shortlyotherwise device good general condition would give 5 star review phone use work tmobile network,-1
1073,screen touch problem battery bad screen touch sometimes flicker full charge battery last 6 hour battery capacity less,-1
1074,arrive promptly describe arrive promptly describe,1
1075,physically great internally sure phone come great condition physically keep get message set advise picture sure part refer hopefully affect phone operates ill give update month,1
1076,arrive scratch phone arrive dead big deal multiple scratch screen anticipate please,0
1077,battery life significantly degrade outside phone look great basically brand new however super disappointed see maximum capacity battery 78 checked battery health say service say battery need replace description state le 80 contacted seller heard back yetupdate seller offer 25 credit towards battery replacement return phone pretty quick respond,0
1078,waste money really big purchase expect well longer last item previous iphone 7 turn four month phone completely stop work shut random time black screen load circle even get past lock screen without shut defective immensely disappoint phone spend even money item trash please buy trust reliable source afraid spend little extra money ensure legitimate product even get refund window close make mistake,-1
1079,poorly refurbish replace iphone 7 fell water desperate would return pick phone new version roughly size work ok problem battery dy quickly screen already crack near power button sun see look like smudge around outer edge speaker button smudge inside glass wipe phone work ok would choose another seller,-1
1080,work properly device work unless speaker happy purchase,-1
1081,overprice phone work part display go crazy time press button even touch also camera quality good specially front camera quality product provide seem price mewould buy would recommend renew iphone se,-1
1082,good except battery understand get use phone perfect would think refurbish phone would replace battery buy phone replace battery issue cost use phone new battery,0
1083,renew premium excellent condition 91 battery purchase renew premium iphone decide pay 40 extra buck compare standard renew excellent condition peace mind accord amazon renew premium 1 year return window warranty compare 90 day standard renew phone excellent condition look new scratch work expect thing totally happy fact battery health 91 understand renew premium guarantee 90 minimum battery health hop least 95 since go backupunlocked phone international trip live,1
1084,great phone problem phone great purchase son,1
1085,red absolutely love red iphone perfect,1
1086,phone nice phone come day early battery health 79 wish least 85 battery heath also couple scratch screen protector good work phone id recommend buying come screen protector already,1
1087,unlocked phone unlock,-1
1088,totally worth love new phone would advise anyone buy buyspry,1
1089,use iphone 11 try use version new iphone buy one amazon first time buying use phone please hard download information iphone 7 phone take 2 day various idividuals make happen suppose unlock etc guy verizon store even tell difficult hour try stuff icloud download none apps go home reload try remember user id password wish would order new phone really save much either especially pay guy verizon store help,-1
1090,look feel like new phone like new condition,1
1091,phone miss know process package phone whatever something fail open box phone inside assume extremely back luck part since people actually get phone right get money back good,0
1092,bad battery receive phone perfect condition right time basically look brand new upgrade iphone 6 enjoy quicker processor body size miss headphone jack know change prepare overall like phonehowever six week ownership battery condition one old 6 significantly degrade condition phone suddenly power randomly think would least 6 month become issue issue phone old 6 guess go put money battery replace could 6sone note phone deliver without signature requirement leave carrier outside door thankfully day 10 minute away deliver rush home immediately get delivery notification work would outside apartment door day possibly steal give fact apartment complex amazon hub quite upset call amazon tell type seller access amazon hub agree signature requirement part delivery option know would choose package deliver workplace would safe glad near 200 investment disappear day,0
1093,overall work great minor issue order phone last one break last buy secondhand phone come scratch angle none significant issue one weird thing charger send full yellow gunk wipe plug phone within 5 minute go pick phone charger burn hot throw away buy new one overall worth price expect perfection quite evidently use phone scuffed also come something original packing charger headphone phone come 82 battery life,1
1094,ok screen scuff much visible plus small chip bottom top housing close front area visible 12 inch away back glass may replace dirt housing glassi attach picturesbattery life promise 80i know water proof want test since warn say guarantee waterproof renew phonesi still keep give month see give issue decide since 3 month return policy amazon,1
1095,excellent condition apply casevery visible scratch like scratch glass visible certainly excellent offer repair local shop screen glass replacement look like want send back instead hassle,-1
1096,iphone 8 work perfect buy one work perfectly fine issue,1
1097,would def recommend love small perfect hand,1
1098,come advertised unlocked phone 64 gb space complain,1
1099,defective camera lens expect much since renew phone camera stamp photo dark beam really put,-1
1100,disappointed iphone 8 work fine think would update new phone order well old phone would connect web town one work certain area contact seller response,-1
1101,save coin go actual apple store aware potential bad imei number,-1
1102,compatible gsm almost carrier use product description flat wrong phone receive compatible gsm network find two day back forth tmobile customer service multiple instore visit try get phone work shameful,-1
1103,nonoem hardware include order iphone 11 64gb green mom birthday present notice iphone basically perfect condition unfortunately max battery capacity 86 expect renew iphone bring device apple oem battery replacement would get unrecognized battery 3rd party repair upon repair apple technician notice screen nonoem make original cost battery replacement 300 due 3rd party repair liability perhaps missread description think everything would basically original replace apple hardware,-1
1104,able use unfortunately return device get prompt refund phone carrier state unable active device due location inquire mean say device show inventory another store location phone self good condition really provide honest review device receive,0
1105,iphone se 2020 third party accessory purchase elderly family member need new phone home buttoni make mistake thinking se2 aware 2020 se 2nd generation biggie phone look pristine transfer data set fine update late io battery service life rat 95 battery set come non descriptive box additional bubble pack charger cord look like inexpensive knockoff base fit finish size function fineall happy purchase relieve phone mint conditionif need iphone home button budget elderly family member think good value choice,1
1106,good condition price screen perfect battery life 85 capacity though last iphone get amazon battery life 100 one 85 screen back glass almost perfect condition highly recommend buy excellent condition one id say close low medium end excellent,1
1107,work,0
1108,ok medium could load screen glue work good good price,0
1109,good yea ight,1
1110,fantastic phone come brand new still 100 battery capacity,1
1111,come authentic charger phone great condition thing like phone come authentic charger apple people bad thing include hahai understand get authentic box refurbish phone paranoid charge third party chargersit come sim key tool well,0
1112,go upgraded model one issue comparison fairly solid phone one fancy model absolutely tell battery life two hour good day use google navigation get 45 minute battery life find constantly plug wall remind day cord phone camera nearly nice new model speaker volume low general sound quality nice later model son three generation new phone difference dramatic want spend money still want phone think good model price,0
1113,nice picture significantly faster 6 replace phone like 6 replace picture little nice performance significant improvement 6 maybe bottleneck wifi service even 4g notice significant improvement 6 use phone youtube news email etc heavy user,1
1114,like want learn use return really like thing stubborn hard head,0
1115,unable verify iphone genuine apple battery work fine wife get message last night say recognize battery genuine apple battery charge register battery plug increase even phone turn phone nothing problem,-1
1116,phone come many scratch phone come many scratch work fine,0
1117,buy one apple instead want right thing help planet buy refurbish phone really hop best first phone come pad envelope thin cardboard box crush hard protective box original phone come also micro thin layer plastic mold fit much large phone sort say wait big scratch screen gee happen well lucky scratch screen give something look display work nope display audio work phone talk constantly spanish dubious ups would even accept return phone keep talk every time phone move fortunately credit seller refund pay excuse kind nonsense faulty device poor pack save money buy new one,-1
1118,phone look okay overall phone work really fine glad phone except scratch two scratch phone come way phone work really well give credit,1
1119,renew excellent condition condition promise buy phone take trip unlikely point able return leave couple day amazon guarantee phone list renew excellent condition sign cosmetic damage visible 12in away however iphone receive visible annoy scratch top right front screen affect use touch screen far tell visible quite distance felt run finger photo show complete run bit touch screen part disappoint would hear friend good experience buy renew product first time give try choose seller great rating,-1
1120,beware use unauthorized 3rd party part right repair sell phone u unauthorized 3rd party battery wireless charger apple detect battery day use essentially bricked phone battery go 0 would charge would restart every minute even charge order return need wipe phone actually without phone restart due apple support battery pay authorize retailer 49 tax try replace battery refuse fully comp cost suggest replace battery return phone,-1
1121,poor condition per description miss part product description say look like new visible deffects real phone come lot big visible screen scratch even though put protection screen main screen probably hide defect also sim removal tool box include per descriptiongenerally work good definitely survive without simremoval tool recommend buy seller tell truth item condition,-1
1122,photo lenses crack hop manufacturer reach get husband christmas know suppose perfect expect least take good photo start use yesterday notice right away lenses cracked must internal see damage get case right away drop within time,-1
1123,less perfect job order excellent condition phone phone receive grimy deep scratch screen would consider excellent condition phone work,0
1124,cosmetically good like look phone screen work easily touch hard open case put sim card change battery etc return phone try samsung,-1
1125,great first phone come great condition battery life deteriorate quickly 3months service quality quite upsetting otherwise issue item,0
1126,phone describe good condition excellent condition phone describe excellent conditionvery good condition would accurately describe scratch facebezel phoneotherwise everything else seem fine overall condition appearance function phone,1
1127,good phone volume break return phone come promptly advertise slight chip corner care use case disappoint 83 battery health within promise screen replace genuine apple screen charge 500 time essentially every day lifehowever start use volume would automatically go walk try deal software restart every change turn change button iphone case cover wire bluetooth headphone turn lift wake turn tap wake disable attention aware feature backtap pocket hold handnothing help something must damage phone drop original ownerhad choice return really blame reseller bug would hard spot without extend use hope fix pa someone else iswill try return,0
1128,super quality everything okay would give 5,1
1129,nice phone seller exist amazon renew support okay issue try contact seller request intheir deliver material email address list close permutation existamazon renewal support able provide basic guidancephone digitizer work far right 23 centimeter upgrade io seem correct past couple hoursgood price capable phone,1
1130,black se visible scratch top corner work good would recommend buy new,1
1131,battery problem get phone set great next day shutdown multiple time say battery halfway full plug let charge come back happen happen next day use constantly shut disappointed work description say likely return get money back,-1
1132,best sper condiciones pareca totalmente nuevo solo que la caja era generica,1
1133,look great phone awesome except message work talk apple carrier say would return phone happy everything else return process easy thankful,0
1134,great product activate quickly look like new prime shippingproduct like new conditionno sign use cosmeticallyused current sim card pop sign apple id,1
1135,return iphone seem okay condition scratch side nothing major start use realize speaker terrible shape almost like loose wire inside garble output phone also die really quickly battery charge upto 80 even get depleted way faster normal barely leave home needle say try return soon possible,-1
1136,good condition work perfectly,1
1137,scratch screen many scratch screen opinion otherwise fine,0
1138,battery life terrible battery life terrible upon receipt sell phone high price base almostnew sale pitch straight box battery last hour call bsnever,-1
1139,like new one expect well costbenefit iphone,1
1140,issue receive phone delivery date give daughter christmas two day phone already glitching u app scroll select button without phone even touch return phone outside phone 1010 also come iphone charger matter,0
1141,scammer medium could load get excellent renew like new phone screen almost crack alot hard scratch phone totally use renew battery 83 battery dy fast bad pack charger original,-1
1142,cheap reason phone come really deep scratch even templed glass hide sun really noticeable,-1
1143,weird sound speaker come little fail speaker little weird sound watch video likely speaker fail,-1
1144,activate sprint phone excellent condition great battery health still sprint account activate sprint boost mobile,0
1145,awesome receive device today come several day early unboxing product come advertised one minor visible scratch near charge port screen protector front back device full batterycalled carrier metro pc pay 23 activate device exist sim card hassel take 5 mindefinitely worth money hope review help,1
1146,return phone certify renew still dirty receive battery life 84 pay much worth guess rather pay know get sanitized phone battery life last longer,-1
1147,iphone receive lock useless iphone receive lock even though list clearly say unlocked iphone mislead advertising disappoint,-1
1148,iphone unlocked product unlock clearly say tried connect phone work return 4 day still refund money,-1
1149,ok phone decent battery life good also charge work overall work well,0
1150,touchscreen become almost completely unresponsive 20 surface area within day get phone good time shortly charge partner notice tap hard several time letter return space bar touch screen would respond within couple day entire low right portion barely responsive start return amazon make pay 10 postage annoyingunfortunately even though return via usps get track number clerk somehow nest parcel track system make untrackable 3 week worry steal instead deliveredif chinese company true word sell phone truly fabulous condition instead piece junk sell false pretense would mess hundred possibly list quite irritate upseytingmy recommendation toeware company avoid buying anything,-1
1151,camera work properly everything work fine rear facing camera sometimes freeze go black turn phone call amazon service replacement tell seller would contact couple day never contact mei recommend seller,-1
1152,poor battery life 1st day since almost three year old iphone 6 battery stay minute need new phone 6 200 brand new att new se size 6 450 seem lot obsolete model buy renew itemthink make mistake battery go dead overnight upon exploration attach pic reveal phone use maybe 8 month year abuse hard 46 month accord various sourcesphone look operate fine iphone 6 prior could go three day without charge one probably go return buy brand new one 150 likely worth usable lifespan 10 reduction 10 lifespan day battery fail precipitously fast time,-1
1153,great product arrive 100 battery lifedevice perfect condition visible scuff scratch,1
1154,battery life suck use phone like anyone else work 12 hr shift phon dy like 23 time shift busy time plug wall,0
1155,work right exterior phone excellent condition face recognition work try swap data old phone phone work take phone phone shop get open swap data cost 65 dollar take phone apple store put tester find 3d camera bad phone still warranty apple store replace 3d camera free ask loop refund 65 dollar say really like phone fix maybe technician loop good job make sure phone sell work right,-1
1156,excellent body battery excellent order excellent condition chubbiestech iphone se 2nd generation 2020excellent body minor scratch front noticeable usingnot excellent battery health 84 expect 90 excellent good level battery healthphone come 3rd party charge brick 5 watt useless screen protector,1
1157,waste time stop work second day use,-1
1158,touch screen work many risk buy cell phone title say excellent condition product good problem hide seller unfortunately seller respect amazon policy kind product enough send best cell phone need respect condition report,-1
1159,fantastic deal know buy definitely fit bill need refurbish perfect work like new speaker mine need replace think refurbisher probably use applebrand speaker battery health advertise post 80 surprise come 100 battery health everything wonderful though thrilled much money save compare much family member pay brand new phone get stick multiyear contract get sort discount fantastic deal,1
1160,best phone money best phone money,1
1161,nice phone bunch ding almost close screen would think less ding update late performance birthday gift review yet nice packagingupdate feb 2023 month later bad battery life 81 get freeze sometimes play game phone black,0
1162,pretty impressed look performs brand new great deal especially love automatic transfer everything old phone,1
1163,phone lock phone nice scratch ding lock purchase unlock phone shake head,-1
1164,iphone se ver 1361 crap garbage barely functional try turn constant annoyance delete download try delete almost anything nightmare screen cram advertise crap net data want barely readable screen text message almost useless constantly change word type different word totally unconnected typedthe screen require endless tap get anything work fingertip painful itunes want monitor email contact email see connect secret trust device score determine buy car example rent room see doctor go since 2018 see term conditionsthe learn curve iphone se steep high everest blizzardjust another rotten apple product company big fail geesh,-1
1165,decent phone buy husband easy transfer sd card previous phone seem problem arrive good condition noticeable flaw battery life could better bad,1
1166,sent phone wrong carrier product receive today time correct memory size color excellent shape however upon insert sim card try set learn carrierlocked boost mobile order phone compatible tmobile hopefully boost unlock tomorrow wait another day able swap exist sim card ready go would recommend order unlock nearly price worth hassle try fix,-1
1167,work satisfy load something upon set would go past screen,-1
1168,unable use device phone hold battery life message battery compatible apple phone,-1
1169,future complaint pending product come minimal smudge crack good condition consider use battery life say 80 mine 70 mean s future look bright laugh,0
1170,pretty good value minor grievance phone arrive generic box well package feel product receive claim screen body show sign cosmetic damage visible 12 inch away stretch bit damage bottom right side body phone paint chip particularly mind much put case phone worth mention major gripe phone receive scratch screen clearly see turned bit disappointingi complaint functionality device 89 battery health could definitely better alright come unlocked amount storage pay 256gb camera speaker etc seem great work order need replacement 1st gen se die one great upgrade,1
1171,mostly functional voice speaker inaudible love phone come screen protector charge cable block wish team see voice speaker top phone smudge gunk ship everything else fully functional minimal scratch outer flange,1
1172,come crack camera lens back camera lens crack receive phone corner couple scuff everything else work perfectly,1
1173,best value great value work beautifully great screen size would recommend,1
1174,bad quality claim iphone se 2020 arrive activate would notice volume control button jam unusable know pas quality control package arrive perfect shape,-1
1175,work good far get sim consumer cellular work good far get sim consumer cellular,1
1176,disappoint buyer beware give one star phone come good condition work fine reason feel disappoint phone nongenuine aftermarket screen description say phone replace nongenuine apple part feel disappointed phone message say display genuine felt like cheat would like request another one ship genuine screen least partial refund buyer beware buy could get ship iphone non genuine aftermarket part know quality near genuine apple part,-1
1177,look greatcalling much product look like new however make call talk minute call would begin break returned replacement,-1
1178,look like new phone exactly describe phone look brand new battery health percentage 96came well package screen protector charger cable,1
1179,far good appearance wise fine mine two weird look scratch one top right hand corner phone screen similar back phone mind much honestly would shine light phone right angle notice even feel scratchesbattery 100 phone come earlier year surprisedfunctionality far tell work slap straight talk sim activate phone problem soon switch mint mobile encounter problem know complain,1
1180,great phone even 2022 love light weight small form factor compare modern phone setup easy switch android difficult mine arrive 93 battery health quite good old device though device also arrive without charge plan use immediately speaker good drain battery quite substantially device physically shakes high volume phone best use headphone music video consumption device fast screen quite crisp fingerprint reader reliable device also come little bloatware unlike android uninstall almost everything rather disable appsmy impression phone quite favorable though apple choice software bit silly set apps granular android wholly live apple ecosystem consume technology exactly think bit learn curve issue current status software across apple device issue phone specifically way adapt work around,1
1181,speaker work properly bit tingyness phone play audio everything work except bottom leave speaker,1
1182,camera work right camera bad,-1
1183,stop charge half year easy use android phone single button annoyingworst charge still use old lightning cable stop charge half year bad hardware try 3 different cable none would charge zero physical damage phone stop work,-1
1184,b excelente la batera al 100 excelente estado del telfono,1
1185,phone glitched within hour phone work great hour glitched would stay fully charge keep die week return account start get hack phone thing possibly think everything get hack,-1
1186,sreen quality phone great first iphone thing battery good great,1
1187,80 efficient mine come 77 percent battery efficiency minor scratch witch ok sure mean excellent condition camera original screen replace issue compare bottom right bottom leave see bottom seal leave side,0
1188,amaze phone come bran new never use everything work great minor problem health battery 74 disappointing ill take apple replace battery aside first time buy use iphone great experience,1
1189,clever screen protector hide scratch battery capacity great phone great unlocked describe however pull screen protector find phone screen scratch phone come cheap expect model select 449 without tax consider pay 36273 86 save screen replacement 12900 phone worth would mean pay 320 need phone immediately want wait apple att go keep maybe look repair online see feasible pay 129,-1
1190,great purchase decide buy phone glad great value price look new renew easy setup fully unlocked feature work anywhere,1
1191,great phone far battery best get phone yesterday come earlier expect date far work well fast definitely upgrade old walmart prepay thing somewhat upset may put money phone battery replacement get phone 74 battery health look like last 1218 hour use phone exterior condition seem pretty new especially screen back phone small yet notsonoticeable scratch upset since put case back wish well battery life fine get refurbish phone usually noticeable damage issue get fix packaging decent seem like packaging could take small beating go one,0
1192,battery health less advertised 90 great pay premium renew expect battery health 90 great phone receive major disappointment christmas gift return hope amazon make right time christmas,-1
1193,batera mala telfono en perfecto estado pero vino con la batera con 80 de vida til,0
1194,great phone awesome value great battery life wireless charge modern os fingerprint exactly want,1
1195,part might work part may work buy one get one speaker break aware,-1
1196,lock phone phone lock unlock advertised return,-1
1197,bad ship speed quality tbd receive item promise date disappointed price pay product ship speed,-1
1198,happy customer purchase phone state phone unlock get lock phone son make straight high school happy happy,-1
1199,blank iphonese2nfd edition medium could load,-1
1200,phone great condition work well like new iphone buying renew one good experience phone great condition work great several month,1
1201,phone charge phone buy almost month ago already buy two charger come package phone problem outlet charger phone instead know need fix problem first place seriously consider return feel rip,-1
1202,price good price great shape,1
1203,screen scratch iphone big deep scratch screenid try contact seller change product give refund keep wait,-1
1204,frustrate amazon certify device find sim sim try pain customer amazon certify logo find careless customer,-1
1205,excellent condition another great example amazon renew excellent condition phone replace screen right box due heavy amount scratch screen pas inspection excellent condition,-1
1206,faulty charge port phone overall great smooth expect renew phone charge port seem faulty charge properly play get charge pray stay charge feel major issue,-1
1207,exactly advertise still decent iphone describe excellent condition upon inspection find noticeable scratch across upper right corner glass numerous small imperfection along back phone purely cosmetic impede phone function description excellent condition seem stretch battery display 86 health full charge within advertised spec 80 good say phone seem function well plan keep despite pay something think would well cosmetic condition,-1
1208,work properly many scratch opinion would consider perfect condition,0
1209,look like brand new use last two month never problem receive like brand new far good,1
1210,smart smart buy love new update phone could part button bottom screen small rumor big se come soon,1
1211,leaf little desired item ship quickly securely physically phone excellent condition significant wear tear big issue encounter box one bottom speaker work absolutely sound come leave side deal breaker phone mostly want upgrade storage capacity battery life also leave something desired right set phone alert battery health significantly degrade phone loses charge way quickly throughout day time since phone use ear speaker seem go make phone call need make headphone speakerphone ear speaker sound muffle distant,0
1212,cosmetic sign visible 12 inch work perfectly cost excessive respect cosmetic condition everything else model normally touch screen perfect condition audio quality photo would work new model,0
1213,convenience first day phone feel convenient previous android phone many key stroke maybe short cut learn,0
1214,could get 100 cheap cricket store disappointed find could get phone new 100 cheap cricket store phone seem okay,-1
1215,problem speaker little noise speaker return cellphone good condition,0
1216,scratch screen zero value screen terribly scratch upset,-1
1217,phone screen crack phone work well arrive small crack submit request replacement,-1
1218,nice pricequality al ok fast delivery,1
1219,purchase cprtx return inmediately pray get steal usually write bad review specially one focus seller product feel important know storyi purchase red 128gb iphone 11 cprtx phone barely use inside office need line screen protector cover instal phone setupover month use screen start play game would show random pattern freeze give update day think update however issue would continue happen often lasting long decide return since obvious screen faultycprtx decide thing need return 72 cent 564 phone despite covered z amazon guarantee still fight refund hope get 565 steal keep say damage phone picture show pristine perfect screen except turned onotherwise iphone 11 impeccable could tell work look screw bottom beautiful screen seem original work great everything else could believe someone use phone confirm people like take really good care devicesios 146 work great iphone 11 camera well job iphone 6 plus replace also enjoy add screen size come iphone plus despite small device miss touchid overall iphone 11 great phone cprtx thievesso big warning trust cprtx seller everything power steal care ship faulty phone feel amazon back update something new happens,-1
1220,pleased packaging phone,-1
1221,great phone great phone renew like new wish small original se replace,1
1222,wrong charger charge cable send travel phone die secure phone quickly arrive good condition however wrong charger cord combination send unable charge phone usb c charge block send usb cord frustrating,-1
1223,narcoleptic phone issue fianc phone wake quite annoy first thing morning turn alarm 15 selfies every morning thr 515 alarm rest factory set phone date wpthr latetest ios note brand screen set even take screen protecto 3 kid n md time waranty lapse,-1
1224,receive good condition far tissue quality good thanks seller,1
1225,come time toilet paper snap retailer due virus,0
1226,forget remove pocket tissue break even washed,1
1227,amazon pricing volatile mostly sometimes,-1
1228,buy tissue amazon cheap fairprice usually get super well package big carton,1
1229,softness texture right,1
1230,soft describe,1
1231,best digital scale find far want measure stats body fat water weight muscle mass bmi etc addition weight great scale monitoring sure work multiple people great track individual progress,1
1232,get scale measure weight tonne statistic app would say remotely accurate precise app helpful track weight time,0
1233,buy syrup 3 year old son continuous cough since he take cough way less frequent give daily clear cough completely sweet little one may like get natural ingredient would highly recommend,1
1234,brought 3 year old granddaughter boost immune system seem constantly cold since start nursery seem like taste although use 5 week full blown cold runny nose day finger cross seem work,1
1235,far good give daughter month bung atm full cold sound naisily think nose would run like tap symptom usually get time year,1
1236,box come look little squished open box smushed like picture always taste everything give baby flavor wasnt really much fruit veg taste like cracker break arent little hand easy,-1
1237,baby like much messy puff crumb get sticky stick clothes,0
1238,cheap promo fast delivery,1
1239,fake product open seal stick tape half leak,-1
1240,seem clean crusty pan tiny little dot crusty bit leave far good thing dun quite like remove plastic wrapper time tab break crumbly powdery inside hmmm,1
1241,finish dishwashing tablet job promise cleaning dish well good price,1
1242,easy use clean dish well,1
1243,item deliver half volume go cap seal tape half product steal,-1
1244,notice scent new would get friend opinioni think price could little low,-1
1245,difficult place bait strip adhesive strong enough strip keep fell wherever attach also importantly product work ant still alive without issue,-1
1246,easy install ant disappear,1
1247,say god price,1
1248,work smell clean,1
1249,please put food toilet cleaner together,-1
1250,arrive promptly well package however product tape key feature describe package word protective block well 99 filtration efficiency,1
1251,mask comfortable easy breath,1
1252,product list 20 count pack 1 instead arrive 1 pack 10 mask,-1
1253,initially discard claim dish look shiny surprised indeed 500 ml little machine run liquid less 10 cycle beware indeed make dish look crisp,0
1254,good texture use brand since baby borned,1
1255,try believe good always,0
1256,item leak outside container packaging loose,-1
1257,one cheap smell great,1
1258,ive never problem scott brand paper towel yousa terrible layer paper towel always separate result 1ply paper towel id skip,-1
1259,unexpectedly fragile worth price,-1
1260,speedy delivery good deal quality,1
1261,good price floor cleaner,1
1262,well receive good condition l love smell,1
1263,wescare mask comfortable good quality,1
1264,purchase three order three receive unsealed thus unsure integrity comment one compare original order three pack receive sealed roll wipe appear large return order refund,-1
1265,come fast work perfectly desk compute screen spotless,1
1266,love fresh smell,1
1267,thick enough,1
1268,love scent effective,1
1269,35 month old learning grab object transfer one hand rattle toy perfect highly highly recommend,1
1270,solid product great price really stand though app put companion apps multibillion dollar company thousand dollar product absolute shame remove friction capture health measure every morning keep track health fitness goal,1
1271,scale easy add onto android phone app sync nicely google samsung health,1
1272,good buy cheap one,1
1273,smell great get job do would buy,1
1274,theory great short neck uncomfortable,-1
1275,love product advertised purpose get 4 star instead 5 trust well 1 originally go give,0
1276,brand best little one far good term leakage proof pee poo,1
1277,product recomended holidaykindly let try bitesso ordered straight away next holiday,1
1278,good product hydrate workout easy take top tube grab tablet put drink tablet big circumference fit top standard store buy water bottle well fit blender bottle open tablet light flavor pretty much non existent take approximately 1 minute tablet dissolve liquid definitely need shake drink mix drink overall job hydrate flavorful convenient water bottle,0
1279,lot money sweet cordialbottle size jokego buy berry make ownafter hype would expect good product,-1
1280,use cold infection boost body immune response take immunosuppressant use find cold clear quickly sweet taste though almost point sickly,1
1281,happy product packaging get great bargain,1
1282,love toothpastehave use year,1
1283,get mustafa love thanks amazon,1
1284,good non harsh,1
1285,dont block sound whole purpose sure good review,-1
1286,awesome every dad,1
1287,neighbour whose kitchen cupboard worktop mount share thin wall often bang crash around night previously disturb sleep quite regularly try various earplug far best block noise allow sleep peacefully night follow instruction form great seal world highly recommend also good value buy large pot,1
1288,good product,1
1289,job,1
1290,recently hospital pulse oxygen monitor attach heart monitor little device 90 time match hospital grade monitor suspect one number due position finger etc device accurate read oxygen level fall 90 nonhosptal grade oxygen monitor may significant error reading would 100 recommend device monitor oxygen level get expert advice level fall 95 healthy people specialist state normal great little device uncertain accurate kid small finger,1
1291,easy use read old model get thrown trash one keeper love fast take pressure acurate,1
1292,lead brand ideal occasional cleaning dishwasher work well nice smell,1
1293,would score high company honest product description say typec charge port however mention compatible usbc charger work usba charger via adapter cable unhappy one feature look massage gun,-1
1294,tried like read amazing review web splurge amazon,1
1295,far best baby wipe order bulk,1
1296,recently order quickly become favourite wipe daughter get bad rash depend eat wipe thing use super soft scent super absorbent chemical find use couple whereas others end use many sort make cost,1
1297,great wipe bum rash baby safer adequate moisture tougher job good strength durability wipe worth extra money never use rash cream use,1
1298,buy due reviewshowever didnt workdisappointedid like refund,-1
1299,product cracked quarter bottle leave,-1
1300,right product use reflect photo leave received horrid smell kind like licoricegrass dirt undertones product use fresh eucalyptus scent let bad experience product leave shy away one right see person one right smell magical get yucky pee smell boys bathroom buy two super bum due current state thing bother return packaging may vary accurate product may vary submit checked method website look like ruin good thing guess new version bummer blah,-1
1301,buy curiosity never see something like always back problem tend hunch lot decide give try pleasantly surprise effect 10 min could feel stand upright day shoulder ache bother reduce significantly definitely try long period know permanent solution back problem least give relief need unfortunately possible use pillow hard otherwise would love something like sleep find use apart stretch neck also open airway well quite sure would help give good night sleep,1
1302,work wonder get rid tonsil stone cant live without,1
1303,far use many mouthwash product different brand effective one ever come across would highly recommend use wish could cheaper,1
1304,much easy use neti pot thing,1
1305,love protein powder make chocolate peanut butter banana shake taste like dessert chalky flavour many protein powder flavour also rich lack nasty chemical sweetness many powder overall love product continue purchase,1
1306,lozenge soothe cough sore throat first choice cold,1
1307,work well people quite small ear even though design still find uncomfortable time cut half,-1
1308,work,1
1309,walk safety boot concrete 8 hour day 5 day week get pain ankle put colleague similar issue say pain relief almost instant pain use easy cut size,1
1310,deliver expected detergent refill pack save plastic compare huge plastic container make sure keep washing clothes nothing much else add,1
1311,one price bottle 600ml plus mini bottle 80ml alcoholfree give awful throw feel gargle kill bacteria cause bad breath effectively gently gargle 20ml 1 cap full spit without rinse water suit family well,1
1312,well receive good condition,1
1313,look nice,1
1314,good product,1
1315,use product long time effective oral hygiene buy thank,1
1316,kid really stinky foot like gag take sock try many product didnt cover smell mixed funk make even bad kid would tell foot sticky,0
1317,product great spray shoe wear go put definitely make shoe smell good get rid lingering odor great foot need aerosol like spray one wet application,1
1318,always keep home feel dry cough best remedy,1
1319,take one night week notice im waking every 2 hour terrible hot flash,1
1320,buy 3rd time high quality pure lavender oil,1
1321,smell tangerine good value,1
1322,uncomfortableness throat magic herbal potion take care otherwise could always mix iced glass green tea lemon cool refresh drink anytime,1
1323,smell really nice,1
1324,time good saver price,1
